,Access Number,Azimuth,Elevation,Time,C/No,Eb/No,BER,Range,EIRP,Free Space Loss,Xmtr Elevation,Xmtr Azimuth,Xmtr Gain,Xmtr Power,Rcvd. Iso. Power,Carrier Power at Rcvr Input,x,y,z,xVel,yVel,zVel,RelSpeed,Lat,Lon,Alt,Antenna Azimuth,Antenna Elevation
20,9,6.85684416688839,28.212714647807413,22 Jun 2025 10:24:04.000000000,35.12581301774029,32.11551306110048,1e-30,1171.6734933394064,26.45761686607804,179.93094271140853,3.5409598201946433,-159.24101631994088,-3.542383133921958,30.0,-153.4733258453305,-153.4733258453305,6437.466336351946,379.97579844437223,-2737.278983243265,2.9715239660695825,-0.9505054129993171,6.866549797586187,7.542076726194041,8.677821348259561,113.78135770219865,624.4005515552618,5.287831419318149,24.96145899500272
21,9,4.0033035462488105,23.37781435188954,22 Jun 2025 10:24:29.000000000,33.242565102709996,30.23226514607018,1e-30,1320.7907701023912,25.614917357372846,180.97149111773365,2.889185890826838,-160.40474161667981,-4.385082642627155,30.0,-155.3565737603608,-155.3565737603608,6509.413924710004,356.07797302167097,-2564.6377040213038,2.783809786048737,-0.9611777789096051,6.943627456611197,7.5423750837369,7.1397959006438825,113.4610722329204,624.4381570035544,2.8953115011053825,20.67730870184256
22,9,1.8794794761900846,19.341983725967705,22 Jun 2025 10:24:54.000000000,44.83554005847422,41.82524010183441,1e-30,1476.8795992811074,38.17811363528581,181.94171243988237,2.4087388001337766,-161.74883538138775,8.178113635285811,30.0,-143.76359880459657,-143.76359880459657,6576.642722309219,331.9219946861956,-2390.1321084339206,2.5940459566664122,-0.9711549509019095,7.015670316909327,7.5426683845653235,5.601617205556341,113.14222824363274,624.5018188824844,1.0669558116545188,17.060242108021505
23,9,0.23656598986151484,15.915878709489661,22 Jun 2025 10:25:19.000000000,35.306612180819286,32.296312224179474,1e-30,1637.8562143123054,29.547799385334788,182.8403260675863,2.0504542330190536,-163.18079616960267,-0.45220061466521366,30.0,-153.2925266822515,-153.2925266822515,6639.103181980915,307.5253430102069,-2213.88880198998,2.402370404910318,-0.9804294571323591,7.082623962765277,7.542956163251828,4.063335039220559,112.82450851907724,624.5917258195492,-0.3770305978523262,13.952995749833445
24,9,358.92622974996004,12.955911373717223,22 Jun 2025 10:25:44.000000000,31.61067372677518,28.600373770135366,1e-30,1802.3143806171058,26.68295643333707,183.67142156963268,1.7791732718273658,-164.64033464648202,-3.3170435666629334,30.0,-156.98846513629562,-156.98846513629562,6696.749233476182,282.9056684214154,-2036.0356894920492,2.208922583250828,-0.9889943277859552,7.144437720722234,7.5432379721487655,2.5249989746660106,112.50760230754993,624.707990406567,-1.5479942368554753,11.238219788847884
25,9,357.85506109640863,10.355815541876538,22 Jun 2025 10:26:09.000000000,44.87080668011549,41.86050672347568,1e-30,1969.2808474129379,40.71263157016502,184.44096375312031,1.57043816380181,-166.08742156597629,10.712631570165026,30.0,-143.72833218295528,-143.72833218295528,6749.538316092322,258.0807989067061,-1856.701886054511,2.013843372330019,-0.9968431003199296,7.201064703737871,7.5435133831890555,0.9866584223293329,112.19120350969438,624.8506485862864,-2.5182763818117087,8.82912818474754
26,9,356.96151298318193,8.03710110706011,22 Jun 2025 10:26:34.000000000,46.166222001025005,43.15592204438519,1e-30,2138.063507040773,42.722305767607374,185.15522262965317,1.407287588219067,-167.4955633485349,12.722305767607374,30.0,-142.43291686204577,-142.43291686204577,6797.431411516876,233.06871761320122,-1676.0176252098565,1.81727497556084,-1.0039698333786753,7.2524618537213135,7.54378198934837,-0.5516373345974199,111.87500892323571,625.0196592757369,-3.3367890593153704,6.661261483870905
27,9,356.2034735126093,5.941361589212882,22 Jun 2025 10:26:59.000000000,47.27364440621343,44.263344449573616,1e-30,2308.156680182868,44.494621871269246,185.82011632812657,1.2778679945421358,-168.8477377480652,14.49462187126924,30.0,-141.32549445685737,-141.32549445685737,6840.393074674654,207.8875397088448,-1494.1141645517253,1.6193608103429076,-1.0103691171307334,7.298589981804152,7.544043405854577,-2.089839106408972,111.55871652261136,625.2149042275969,-4.037729956422632,4.686264440913679
28,9,355.5511997444187,4.024639097329731,22 Jun 2025 10:27:24.000000000,48.123108000154986,45.11280804351517,1e-30,2479.181101745249,45.96494480214189,186.4409756650577,1.1737921037559949,-170.13369739499336,15.964944802141892,30.0,-140.47603086291582,-140.47603086291582,6878.391461241472,182.55551886933384,-1311.1236899115668,1.420245401490082,-1.0160360743781924,7.33941380571641,7.544297271213019,-3.627897764531813,111.24202375269311,625.4361881302851,-4.64569877664918,2.8674181695923724
29,9,354.98310938416046,2.253425439905207,22 Jun 2025 10:27:49.000000000,49.846178615540836,46.835878658901024,1e-30,2650.845128628874,48.26953747361266,187.0224977211426,1.0890401148324709,-171.34811689112445,18.269537473612655,30.0,-138.75296024752996,-138.75296024752996,6911.398353948329,157.09101898033038,-1127.179218099017,1.2200742674343386,-1.0209663702898395,7.37490198409527,7.544543248092001,-5.165764209680533,110.92462581617616,625.6832389465071,-5.178827482623488,1.1764811131153146
